45
0 39 0 0 41 0 0 0 12 0 41 12 0 0 41 39 0 0 0 0 41 6 0 39 39 3 6 41 41 0 0 41 0 25 0 0 0 41 1 39 0 39 25 39 0
0 1 0 7 26 3 0 0 39 0 26 39 1 0 26 13 0 0 0 0 26 0 0 3 13 39 39 26 26 0 0 26 0 39 0 0 0 26 39 11 0 11 39 13 1
21 0 41 26 0 26 26 21 0 41 9 0 7 21 0 0 7 41 41 26 0 41 41 0 0 0 0 0 0 2 21 0 26 0 26 41 41 0 0 0 26 0 0 0 26
0 39 0 0 41 0 0 0 12 0 41 12 0 0 41 39 0 0 6 0 41 0 0 39 39 1 2 41 41 0 0 41 0 25 0 0 0 41 4 39 0 39 25 39 0
0 39 1 0 41 0 0 0 13 0 41 13 0 0 41 39 0 0 0 0 41 0 0 39 39 25 25 41 41 0 0 41 0 7 0 0 7 41 25 39 0 39 3 39 0
26 1 39 9 0 9 11 26 0 39 0 0 26 26 0 0 26 39 39 3 0 39 39 0 0 0 0 0 0 26 26 0 13 0 13 39 39 0 0 1 11 0 0 0 11
26 0 39 13 0 13 11 26 0 39 0 0 26 26 0 4 26 39 39 13 0 39 39 0 0 0 0 0 0 26 26 0 5 0 7 39 39 0 0 0 11 0 0 9 11
41 0 25 39 0 39 39 41 0 12 0 0 41 41 0 0 41 12 3 39 0 1 25 0 0 0 1 0 0 41 41 0 39 0 39 12 25 0 1 0 39 0 0 0 39
41 0 25 39 0 39 39 41 0 12 0 0 41 41 0 0 41 12 6 39 0 2 25 0 0 1 0 0 0 41 41 0 39 0 39 12 25 0 5 0 39 0 0 0 39
5 0 41 26 2 26 26 9 0 41 0 0 21 13 8 0 21 41 41 26 0 41 41 0 0 0 0 0 1 21 13 0 26 0 26 41 41 0 0 0 26 0 0 0 26
13 0 41 26 0 26 26 13 0 41 0 0 21 4 0 0 21 41 41 26 0 41 41 0 0 0 0 1 0 21 6 8 26 0 26 41 41 8 0 0 26 0 0 0 26
0 26 0 0 21 0 0 0 41 0 9 41 2 0 21 26 5 0 0 0 2 0 0 26 26 41 41 21 21 0 0 21 0 41 0 0 0 21 41 26 1 26 41 26 0
1 26 0 0 13 0 0 0 41 0 21 41 0 5 13 26 0 0 0 0 21 0 0 26 26 41 41 13 6 0 0 4 0 41 0 0 0 2 41 26 0 26 41 26 0
13 0 41 26 1 26 26 13 0 41 0 0 21 10 0 0 21 41 41 26 0 41 41 0 0 0 0 0 8 21 4 0 26 0 26 41 41 7 0 0 26 0 0 0 26
0 13 0 0 26 0 0 0 39 0 26 39 0 0 26 8 0 0 0 0 26 0 0 13 5 39 39 26 26 0 0 26 0 39 10 0 0 26 39 11 0 11 39 4 0
41 0 6 39 0 39 39 41 0 13 0 0 41 41 0 0 41 13 25 39 0 25 7 0 0 0 0 0 0 41 41 0 39 0 39 13 5 0 0 0 39 0 9 0 39
0 13 0 0 26 0 0 0 39 0 26 39 0 0 26 1 0 0 0 0 26 0 0 13 7 39 39 26 26 0 0 26 10 39 0 0 0 26 39 11 0 11 39 1 0
0 39 0 0 41 0 0 0 9 9 41 2 0 0 41 39 0 5 0 0 41 0 0 39 39 12 12 41 41 0 0 41 0 13 0 0 0 41 12 39 0 39 13 39 0
0 39 5 0 41 0 0 0 13 2 41 13 0 0 41 39 0 0 0 0 41 0 7 39 39 25 25 41 41 0 0 41 0 5 0 0 0 41 25 39 0 39 4 39 0
13 0 41 26 0 26 26 13 0 41 0 0 21 2 1 0 21 41 41 26 0 41 41 0 0 0 0 0 8 21 2 7 26 0 26 41 41 0 0 0 26 0 0 0 26
41 0 25 39 0 39 39 41 0 12 0 0 41 41 0 0 41 12 1 39 0 4 25 0 0 1 5 0 0 41 41 0 39 0 39 12 25 0 0 0 39 0 0 0 39
26 0 39 11 0 11 7 26 0 39 0 0 26 26 0 0 26 39 39 11 0 39 39 1 0 0 0 0 0 26 26 0 11 0 11 39 39 0 0 0 6 6 0 0 9
0 11 0 1 26 0 6 0 39 0 26 39 0 0 26 11 0 0 0 0 26 0 0 11 11 39 39 26 26 1 0 26 0 39 0 0 0 26 39 6 0 8 39 11 6
26 3 39 11 0 11 10 26 0 39 0 0 26 26 0 0 26 39 39 11 0 39 39 0 0 0 0 0 0 26 26 0 11 0 11 39 39 0 0 6 8 0 0 0 2
41 0 7 39 0 39 39 41 0 13 0 1 41 41 0 0 41 13 25 39 0 25 3 0 0 0 0 0 0 41 41 0 39 9 39 13 4 0 0 0 39 0 0 0 39
26 0 39 13 0 13 11 26 0 39 0 0 26 26 0 4 26 39 39 13 0 39 39 0 9 0 0 0 0 26 26 0 4 0 1 39 39 0 0 0 11 0 0 0 11
0 11 0 0 26 0 10 0 39 0 26 39 0 0 26 11 0 0 0 1 26 0 0 11 11 39 39 26 26 0 0 26 0 39 0 0 0 26 39 9 6 2 39 11 0
0 39 39 0 39 25 41 41 0 41 5 0 0 6 12 41 25 39 9 41 0 25 1 0 39 0 12 0 7 0 0 41 39 0 0 39 39 0 0 0 0 41 0 12 0
39 0 11 0 6 39 26 26 0 26 39 0 0 0 39 26 39 13 0 26 6 39 0 6 10 0 39 0 0 0 0 26 11 0 0 13 11 0 0 0 0 26 0 39 0
39 11 0 0 11 39 26 26 0 26 39 0 0 0 39 26 39 11 0 26 0 39 0 0 11 0 39 0 0 0 0 26 1 10 0 11 8 1 1 0 0 26 0 39 0
0 0 0 0 0 0 0 0 13 0 0 41 21 41 0 1 0 0 41 2 26 0 41 26 0 13 0 26 41 26 13 0 0 26 41 0 0 6 26 41 2 0 26 0 21
39 6 11 0 0 39 26 26 0 26 39 0 0 0 39 26 39 13 0 26 9 39 0 10 10 0 39 0 0 2 0 26 11 0 0 13 11 0 0 0 0 26 0 39 0
25 39 39 0 39 0 41 41 0 41 25 4 0 0 13 41 10 39 0 41 0 8 1 0 39 0 13 0 0 0 0 41 39 0 0 39 39 0 0 0 0 41 0 13 0
41 26 26 0 26 41 0 7 0 21 41 0 6 1 41 21 41 26 0 21 0 41 0 0 26 0 41 0 0 0 0 8 26 0 0 26 26 1 0 0 0 21 0 41 5
41 26 26 0 26 41 7 0 0 21 41 0 6 0 41 21 41 26 0 21 0 41 0 0 26 0 41 0 0 0 0 5 26 0 0 26 26 0 0 0 1 21 0 41 1
0 0 0 13 0 0 0 0 0 7 0 41 21 41 0 0 0 0 41 0 26 0 41 26 0 4 0 26 41 26 1 0 0 26 41 0 0 13 26 41 13 2 26 0 21
41 26 26 0 26 41 21 21 7 0 41 0 0 0 41 13 41 26 0 13 0 41 0 1 26 4 41 0 0 0 3 21 26 0 0 26 26 0 0 0 0 4 0 41 0
5 39 39 0 39 25 41 41 0 41 0 0 0 10 12 41 25 39 9 41 0 25 0 0 39 0 12 0 8 0 0 41 39 0 0 39 39 0 0 0 0 41 0 12 0
0 0 0 41 0 4 0 0 41 0 0 0 41 25 0 0 1 0 25 0 39 6 1 39 0 41 0 39 25 39 41 0 0 39 13 0 0 41 39 13 41 0 39 0 41
0 0 0 21 0 0 6 6 21 0 0 41 0 41 0 0 0 0 41 0 26 0 41 26 0 21 0 26 41 26 21 9 0 26 41 1 0 21 26 41 21 0 26 0 4
6 0 0 41 0 0 1 0 41 0 10 25 41 0 0 0 0 0 7 0 39 0 25 39 0 41 0 39 9 39 41 0 0 39 12 0 0 41 39 12 41 0 39 1 41
12 39 39 0 39 13 41 41 0 41 12 0 0 0 0 41 13 39 0 41 0 13 0 0 39 0 3 0 1 0 0 41 39 0 3 39 39 0 0 1 0 41 0 2 0
41 26 26 1 26 41 21 21 0 13 41 0 0 0 41 0 41 26 0 7 0 41 0 0 26 0 41 0 0 0 0 21 26 0 0 26 26 1 0 0 3 13 0 41 1
25 39 39 0 39 10 41 41 0 41 25 1 0 0 13 41 0 39 0 41 0 5 5 0 39 0 13 0 1 0 0 41 39 0 0 39 39 0 0 0 0 41 0 13 0
39 13 11 0 13 39 26 26 0 26 39 0 0 0 39 26 39 0 0 26 1 39 0 0 13 0 39 2 0 8 0 26 11 0 1 2 11 0 2 0 0 26 8 39 0
9 0 0 41 0 0 0 0 41 0 9 25 41 7 0 0 0 0 0 0 39 0 25 39 0 41 1 39 10 39 41 0 0 39 12 0 1 41 39 12 41 0 39 0 41
41 26 26 2 26 41 21 21 0 13 41 0 0 0 41 7 41 26 0 0 0 41 0 0 26 0 41 0 0 0 0 21 26 0 0 26 26 6 0 0 10 13 0 41 0
0 6 0 26 9 0 0 0 26 0 0 39 26 39 0 0 0 1 39 0 0 0 39 9 4 26 0 13 39 13 26 0 0 11 39 0 0 26 11 39 26 0 13 0 26
25 39 39 0 39 8 41 41 0 41 25 6 0 0 13 41 5 39 0 41 0 0 9 0 39 0 13 0 0 0 0 41 39 0 0 39 39 0 0 0 0 41 0 13 0
1 0 0 41 0 1 0 0 41 0 0 1 41 25 0 0 5 0 25 0 39 9 0 39 0 41 0 39 25 39 41 0 0 39 13 0 0 41 39 13 41 0 39 0 41
0 6 0 26 10 0 0 0 26 1 0 39 26 39 0 0 0 0 39 0 9 0 39 0 6 26 0 13 39 13 26 0 0 11 39 1 0 26 11 39 26 0 13 0 26
39 10 11 0 10 39 26 26 0 26 39 0 0 0 39 26 39 13 0 26 4 39 0 6 0 0 39 1 0 0 0 26 11 0 0 13 11 0 0 0 0 26 0 39 0
0 0 0 13 0 0 0 0 4 4 0 41 21 41 0 0 0 0 41 0 26 0 41 26 0 0 0 26 41 26 1 0 0 26 41 0 0 13 26 41 13 7 26 0 21
12 39 39 0 39 13 41 41 0 41 12 0 0 0 3 41 13 39 1 41 0 13 0 0 39 0 0 0 0 0 0 41 39 0 4 39 39 0 0 10 0 41 0 4 0
0 0 0 26 0 0 0 0 26 0 0 39 26 39 0 0 0 2 39 0 13 0 39 13 1 26 0 0 39 10 26 0 0 11 39 7 0 26 11 39 26 0 7 0 26
7 0 0 41 0 0 0 0 41 0 8 25 41 9 1 0 1 0 10 0 39 0 25 39 0 41 0 39 0 39 41 0 0 39 12 0 0 41 39 12 41 0 39 0 41
0 0 0 26 2 0 0 0 26 0 0 39 26 39 0 0 0 8 39 0 13 0 39 13 0 26 0 10 39 0 26 0 0 11 39 9 0 26 11 39 26 0 2 0 26
0 0 0 13 0 0 0 0 1 3 0 41 21 41 0 0 0 0 41 0 26 0 41 26 0 1 0 26 41 26 0 0 0 26 41 0 0 13 26 41 13 7 26 0 21
41 26 26 0 26 41 8 5 0 21 41 0 9 0 41 21 41 26 0 21 0 41 0 0 26 0 41 0 0 0 0 0 26 0 0 26 26 0 0 0 0 21 0 41 1
39 11 1 0 11 39 26 26 0 26 39 0 0 0 39 26 39 11 0 26 0 39 0 0 11 0 39 0 0 0 0 26 0 4 0 11 7 0 7 0 0 26 0 39 0
0 0 10 26 0 0 0 0 26 0 0 39 26 39 0 0 0 0 39 0 11 0 39 11 0 26 0 11 39 11 26 0 4 0 39 4 4 26 9 39 26 0 11 0 26
0 0 0 41 0 0 0 0 41 0 0 13 41 12 3 0 0 1 12 0 39 0 13 39 0 41 4 39 12 39 41 0 0 39 0 0 0 41 39 10 41 0 39 4 41
39 13 11 0 13 39 26 26 0 26 39 0 1 0 39 26 39 2 0 26 0 39 0 1 13 0 39 7 0 9 0 26 11 4 0 0 11 0 0 0 0 26 9 39 0
39 11 8 0 11 39 26 26 0 26 39 0 0 0 39 26 39 11 1 26 0 39 0 0 11 0 39 0 0 0 0 26 7 4 0 11 0 0 6 0 0 26 2 39 0
0 0 1 6 0 0 1 0 13 0 0 41 21 41 0 1 0 0 41 6 26 0 41 26 0 13 0 26 41 26 13 0 0 26 41 0 0 0 26 41 2 0 26 0 21
0 0 1 26 0 0 0 0 26 0 0 39 26 39 0 0 0 2 39 0 11 0 39 11 0 26 0 11 39 11 26 0 7 9 39 0 6 26 0 39 26 0 11 0 26
0 0 0 41 0 0 0 0 41 0 0 13 41 12 1 0 0 0 12 0 39 0 13 39 0 41 10 39 12 39 41 0 0 39 10 0 0 41 39 0 41 0 39 5 41
0 0 0 2 0 0 0 1 13 0 0 41 21 41 0 3 0 0 41 10 26 0 41 26 0 13 0 26 41 26 13 0 0 26 41 0 0 2 26 41 0 0 26 0 21
41 26 26 0 26 41 21 21 2 4 41 0 0 0 41 13 41 26 0 13 0 41 0 0 26 7 41 0 0 0 7 21 26 0 0 26 26 0 0 0 0 0 0 41 1
0 0 0 26 0 0 0 0 26 0 0 39 26 39 0 0 0 8 39 0 13 0 39 13 0 26 0 7 39 2 26 0 0 11 39 9 2 26 11 39 26 0 0 0 26
12 39 39 0 39 13 41 41 0 41 12 0 0 1 2 41 13 39 0 41 0 13 0 0 39 0 4 0 0 0 0 41 39 0 4 39 39 0 0 5 0 41 0 0 0
0 0 0 21 0 0 5 1 21 0 0 41 4 41 0 1 0 0 41 0 26 0 41 26 0 21 0 26 41 26 21 1 0 26 41 0 0 21 26 41 21 1 26 0 0
