36
12 71 73 99 78 59 76 26 20 12 28 27 81 47 8 16 24 22 93 74 56 79 39 80 20 47 7 6 0 64 12 44 74 96 54 44
10 78 0 54 17 48 19 18 97 17 79 92 88 53 64 87 41 67 34 23 89 34 48 88 33 55 96 97 64 0 32 74 5 84 4 44
4 8 16 69 90 85 46 85 52 13 62 25 39 34 73 94 29 44 92 56 93 41 84 13 20 29 98 20 12 32 0 64 68 38 35 29
88 78 73 99 0 29 89 59 81 35 63 2 46 39 47 23 7 6 82 15 60 82 15 62 77 74 47 94 44 74 64 0 11 39 69 85
54 50 74 1 66 94 89 24 42 7 11 15 13 8 68 61 26 46 69 63 37 95 45 11 99 7 0 42 74 5 68 11 0 79 60 83
46 76 44 49 62 79 5 64 28 96 56 9 9 86 78 80 71 30 3 91 44 15 93 65 5 30 60 4 96 84 38 39 79 0 12 5
82 56 55 63 30 4 23 81 71 17 0 30 89 18 8 35 36 0 24 67 41 94 74 72 70 64 94 30 54 4 35 69 60 12 0 55
84 80 96 23 76 85 63 12 71 59 10 0 96 52 40 17 18 86 94 10 76 12 87 18 31 45 53 25 44 44 29 85 83 5 55 0
0 21 95 82 56 41 6 25 10 4 63 6 44 40 75 79 0 89 35 9 1 85 84 12 0 26 91 11 35 82 26 69 56 86 45 91
21 0 59 18 76 39 18 57 36 61 36 21 71 11 29 82 82 6 71 8 77 74 30 89 76 76 40 93 56 1 50 4 36 27 85 2
95 59 0 1 15 11 35 11 20 21 61 80 58 21 76 72 44 85 94 90 51 3 48 29 90 66 41 15 83 96 74 45 65 40 54 83
82 18 1 0 14 71 77 36 53 37 26 87 76 91 13 29 11 77 32 87 67 94 79 2 10 99 56 70 99 60 4 56 2 60 72 74
56 76 15 14 0 46 13 20 86 4 77 15 89 48 14 89 44 59 22 57 63 6 0 62 41 62 46 25 75 76 40 66 58 30 68 78
41 39 11 71 46 0 91 13 59 49 85 84 8 38 41 56 39 53 77 50 30 58 55 19 85 52 34 53 40 69 12 85 72 7 49 46
6 18 35 77 13 91 0 87 58 17 68 27 21 6 67 26 82 44 35 3 62 8 51 1 91 39 87 72 45 96 7 87 68 33 3 21
25 57 11 36 20 13 87 0 90 45 47 25 30 43 97 33 35 61 42 36 43 7 84 6 0 0 48 62 59 29 94 82 29 3 3 51
10 36 20 53 86 59 58 90 0 67 39 15 66 42 23 62 62 28 76 66 82 98 35 15 17 77 44 26 76 86 60 62 62 83 91 57
4 61 21 37 4 49 17 45 67 0 62 36 2 2 43 65 37 49 61 5 34 53 96 82 48 28 31 75 1 95 7 92 69 62 32 97
63 36 61 26 77 85 68 47 39 62 0 5 39 50 82 93 71 35 14 20 74 49 50 37 79 19 51 70 42 26 79 98 60 35 9 96
6 21 80 87 15 84 27 25 15 36 5 0 70 21 37 37 67 93 93 39 2 52 26 90 26 1 68 93 7 94 19 54 37 0 20 12
44 71 58 76 89 8 21 30 66 2 39 70 0 11 66 84 80 1 55 9 21 12 65 7 17 51 84 87 2 27 82 71 71 40 93 27
40 11 21 91 48 38 6 43 42 2 50 21 11 0 93 92 34 39 31 26 1 87 72 59 97 46 62 12 91 63 70 1 22 49 24 58
75 29 76 13 14 41 67 97 23 43 82 37 66 93 0 62 49 94 92 63 13 45 22 69 70 18 1 44 32 3 72 99 34 45 18 96
79 82 72 29 89 56 26 33 62 65 93 37 84 92 62 0 82 79 75 83 43 26 81 39 66 22 71 58 42 91 56 27 56 28 64 98
0 82 44 11 44 39 82 35 62 37 71 67 80 34 49 82 0 69 69 93 35 41 67 12 33 1 71 72 26 86 67 67 24 10 46 56
89 6 85 77 59 53 44 61 28 49 35 93 1 39 94 79 69 0 56 69 53 48 74 43 94 29 64 97 38 12 99 51 87 76 71 47
35 71 94 32 22 77 35 42 76 61 14 93 55 31 92 75 69 56 0 47 9 71 20 81 99 45 56 15 99 64 57 84 83 61 25 41
9 8 90 87 57 50 3 36 66 5 20 39 9 26 63 83 93 69 47 0 8 46 52 22 33 68 52 28 75 99 6 85 65 47 90 24
1 77 51 67 63 30 62 43 82 34 74 2 21 1 13 43 35 53 9 8 0 79 70 28 19 87 80 4 21 34 12 20 67 24 94 10
85 74 3 94 6 58 8 7 98 53 49 52 12 87 45 26 41 48 71 46 79 0 64 52 92 49 68 65 66 28 81 17 58 99 90 70
84 30 48 79 0 55 51 84 35 96 50 26 65 72 22 81 67 74 20 52 70 64 0 17 57 37 2 37 3 43 20 68 35 60 23 48
12 89 29 2 62 19 1 6 15 82 37 90 7 59 69 39 12 43 81 22 28 52 17 0 40 10 42 83 82 27 49 15 34 50 42 26
0 76 90 10 41 85 91 0 17 48 79 26 17 97 70 66 33 94 99 33 19 92 57 40 0 33 23 16 69 97 13 35 80 40 55 30
26 76 66 99 62 52 39 0 77 28 19 1 51 46 18 22 1 29 45 68 87 49 37 10 33 0 22 76 55 56 91 74 82 96 2 13
91 40 41 56 46 34 87 48 44 31 51 68 84 62 1 71 71 64 56 52 80 68 2 42 23 22 0 4 4 35 48 29 42 56 3 30
11 93 15 70 25 53 72 62 26 75 70 93 87 12 44 58 72 97 15 28 4 65 37 83 16 76 4 0 60 81 37 42 3 17 25 37
35 56 83 99 75 40 45 59 76 1 42 7 2 91 32 42 26 38 99 75 21 66 3 82 69 55 4 60 0 26 88 95 55 53 62 22
82 1 96 60 76 69 96 29 86 95 26 94 27 63 3 91 86 12 64 99 34 28 43 27 97 56 35 81 26 0 44 86 43 43 40 36
26 50 74 4 40 12 7 94 60 7 79 19 82 70 72 56 67 99 57 6 12 81 20 49 13 91 48 37 88 44 0 53 34 59 43 50
69 4 45 56 66 85 87 82 62 92 98 54 71 1 99 27 67 51 84 85 20 17 68 15 35 74 29 42 95 86 53 0 58 62 43 9
56 36 65 2 58 72 68 29 62 69 60 37 71 22 34 56 24 87 83 65 67 58 35 34 80 82 42 3 55 43 34 58 0 22 64 46
86 27 40 60 30 7 33 3 83 62 35 0 40 49 45 28 10 76 61 47 24 99 60 50 40 96 56 17 53 43 59 62 22 0 68 53
45 85 54 72 68 49 3 3 91 32 9 20 93 24 18 64 46 71 25 90 94 90 23 42 55 2 3 25 62 40 43 43 64 68 0 8
91 2 83 74 78 46 21 51 57 97 96 12 27 58 96 98 56 47 41 24 10 70 48 26 30 13 30 37 22 36 50 9 46 53 8 0
